OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
538078-24001,513,415,415,413,11
534421-1,297,219,219,219,11
557731-1,466,341,341,341,11
571164-24,472,362,362,358,11
547107-12043,707,513,513,513,11
571792-1,349,243,243,242,11
538345-1,678,482,481,477,11
537764-3,802,575,575,572,11
586218-1,544,372,372,371,11
548588-1,194,151,151,150,11
579211-2,159,132,131,131,11
591114-1,209,165,165,165,11
594997-1,331,243,243,241,11
551031-20011,721,501,501,493,11
550230-1,1092,737,737,732,11
586242-1,167,128,128,128,11
551058-29010,800,546,546,540,11
550515-2,365,275,274,269,11
580643-1,463,356,356,355,11
553701-1,141,102,102,102,11
584037-1,1020,810,809,801,11
541630-20,793,502,502,497,11
555428-1,1804,827,826,824,11
570087-1,323,231,231,229,11
534510-2,291,236,236,233,11
551287-14005,1140,786,786,780,11
537993-1,310,215,215,213,11
540897-1,222,179,179,179,11
538639-1,358,263,263,260,11
500224-10089,667,479,479,478,11
597716-1,808,403,403,398,11
574121-17,478,314,314,314,11
500178-6022,652,516,516,511,11
544256-34,680,485,485,480,11
598810-12,639,373,373,372,11
531588-1,448,319,319,314,11
562335-55,190,139,139,137,11
532061-1,464,340,340,338,11
562823-1,798,462,462,459,11
540439-1,731,524,524,521,11
586846-12,741,549,549,543,11
559237-1,450,321,321,318,11
569631-1,1708,1258,1249,1228,11
500496-56,619,432,431,429,11
572969-1,482,333,333,333,11
588296-9,954,639,639,637,11
532053-42,726,470,470,466,11
557072-5002,1056,561,561,555,11
550752-1,1445,985,982,980,11
534242-1,689,478,478,474,11
534927-1,873,649,649,646,11
512401-1,149,106,106,104,11
598917-13,799,475,475,470,11
503622-1,453,318,318,315,11
560995-1,61,42,42,39,12
593095-1,213,139,139,138,12
565849-6,86,72,72,72,12
574996-2,112,75,75,74,12
552046-11,601,421,421,415,12
557366-1,106,73,73,73,12
545970-1047,538,372,372,372,12
569810-2,797,527,527,522,12
539104-3,53,47,47,47,12
545201-5,607,416,416,409,12
500208-8013,517,352,352,351,12
564567-10,422,316,316,314,12
547263-3,367,264,264,263,12
578444-11,993,400,399,399,12
546101-1,415,294,294,290,12
511382-35,698,457,457,454,12
552054-6,589,429,429,429,12
541044-3,124,91,91,91,12
533858-2,365,275,275,275,12
588610-1,677,502,502,502,12
583511-1,560,435,435,432,12
563854-1,720,541,541,538,12
585599-3,952,640,640,635,12
597520-19,624,462,462,461,12
589250-43,927,710,710,706,12
553425-1,835,647,647,640,12
538833-1,619,524,523,522,12
559822-2,754,396,396,394,12
599948-1,615,391,391,385,12
565253-3,191,137,137,134,12
563579-3,158,112,112,112,12
556891-1005,411,278,278,275,12
510556-1,236,188,188,187,12
549240-27,445,348,348,346,12
529702-1,101,85,85,84,12
545988-2006,738,444,444,439,12
547387-15016,1063,785,785,782,12
592048-1,951,689,688,682,12
597961-1,429,321,321,317,12
500119-4124,561,377,377,376,12
581917-2,773,602,601,600,12
583987-1,857,639,639,632,12
573868-7,814,531,531,530,12
533416-2,945,733,733,728,12
534790-2,106,66,66,65,12
599247-4,916,612,612,605,12
594776-1,188,151,151,151,12
500054-1005,631,454,454,453,12
569810-48,848,572,572,566,12
580091-1,425,325,325,322,12
501298-3007,820,548,548,546,12
529974-2,64,53,53,53,12
538396-1,298,221,221,221,12
547034-11047,766,553,553,550,12
539694-13056,504,390,390,387,12
536334-1,147,109,109,109,12
574538-2,382,232,232,229,12
564443-1,256,207,207,200,12
546135-11028,660,385,385,383,12
573752-1,283,223,223,222,12
564036-1,352,246,246,246,12
581755-1,286,196,196,194,12
584649-3,1097,559,558,557,12
569291-1,580,406,406,406,12
500119-4070,683,489,489,484,12
597325-1,259,190,190,190,12
554588-14004,561,423,423,416,12
583251-6,1034,769,769,761,12
539538-1,95,70,70,70,12
540404-3,95,75,75,75,12
534218-1,91,61,61,59,12
572764-1,81,66,66,66,12
555614-1,539,345,345,342,12
579645-2,610,412,411,406,12
582379-1,109,92,92,92,12
581224-1,586,435,435,432,12
533165-13,991,581,581,573,12
554146-1,192,144,144,144,12
500801-1,512,369,369,369,12
598356-2,865,581,581,578,12
574716-1018,612,436,436,432,12
567442-34,626,415,415,413,12
555941-3,74,52,52,52,12
533955-12,642,459,459,454,12
597015-1,352,301,301,301,12
542911-1,956,659,659,656,12
553743-1,331,245,245,241,12
500216-9010,1833,638,637,631,12
549541-1,144,107,107,106,12
571041-4,948,713,713,711,12
551198-3020,765,583,583,583,12
545911-8016,592,332,332,332,12
560910-1,508,348,348,347,12
589390-1,417,286,286,286,12
599638-1,480,334,334,334,12
500224-10083,482,320,320,317,12
567108-1,93,68,68,65,12
586030-1,694,469,468,464,12
592854-1,258,200,200,198,12
545236-2,832,551,551,548,12
571610-1,503,404,404,403,12
551074-8003,753,516,515,511,12
502316-4011,482,284,284,282,12
574201-1,104,87,87,86,12
568660-1,768,596,595,595,12
535419-8,646,437,436,430,12
586943-4,76,68,68,68,12
578487-1,932,588,588,583,12
530263-2,174,137,135,135,12
550973-23013,657,323,323,316,12
550809-1,1315,839,839,834,12
540161-1,329,234,234,234,12
500089-2008,620,423,423,409,12
561380-23,481,297,296,292,12
541656-16,872,643,643,636,12
541630-25,898,637,637,628,12
533114-4,91,65,65,65,12
567027-54,984,572,572,569,12
544868-2,1019,768,767,759,12
563820-1,385,281,281,280,12
556912-1,315,202,202,202,12
547107-12039,765,535,535,524,12
536881-1,248,192,192,191,12
562556-1,379,273,273,269,12
574252-4,408,255,255,253,12
547492-2,726,464,464,459,12
534951-9,623,440,440,438,12
538132-11,1221,721,721,710,12
579025-15,542,383,383,379,12
505081-2,181,133,133,133,12
546003-3040,545,364,362,359,12
589250-13,1029,620,619,613,12
558249-6,320,226,226,225,12
560758-3,1086,625,625,618,12
573477-1,236,172,172,169,12
556904-53,1420,893,893,890,12
549592-1,1119,723,723,707,12
541613-1,265,211,211,206,12
546046-19014,422,275,275,275,12
554481-11,523,289,289,287,12
555771-5,950,677,677,671,12
599565-3,630,495,494,489,12
570516-1,264,196,196,196,12
507270-9,811,640,640,636,12
588954-1,571,376,376,373,12
595411-1,760,529,529,524,12
545201-3,728,508,508,506,12
546127-7,565,387,387,386,12
565971-4,666,446,446,446,12
593494-1,462,338,338,336,12
568635-1,1149,783,780,774,12
581968-1,1107,826,825,822,12
553131-4,865,640,640,636,12
565547-1,110,82,82,80,12
565199-1,115,74,74,73,12
568929-1,408,286,286,283,12
584622-2,900,627,627,619,12
598917-1,2695,636,636,635,12
552534-3,240,176,176,172,12
586145-1,805,542,542,541,12
565229-10,318,201,201,201,12
563102-5,968,608,608,603,12
555088-20,777,479,479,473,12
540218-1,669,484,483,481,12
548065-1,252,197,197,197,12
534676-8,752,504,504,493,12
569011-3,37,31,31,30,12
531910-2,166,136,136,135,12
535320-2,552,398,398,395,12
530085-1,55,45,45,45,12
576841-1,273,206,206,204,12
585751-2,998,641,640,638,12
500208-8004,493,318,318,313,12
545392-12,498,336,336,336,12
597228-3,730,417,417,410,12
580538-5,769,637,637,634,12
577677-1,490,367,367,364,12
505161-1,438,310,310,310,12
588067-1,105,92,92,92,12
582689-1,302,231,231,230,12
568554-1,972,727,725,718,12
573868-17,434,336,336,333,12
564028-6,966,679,679,675,12
598062-4,728,525,525,523,12
558851-2,306,251,251,251,12
547115-54003,121,94,94,93,12
587842-1,292,241,241,240,12
591777-1,108,79,79,79,12
505587-8,422,298,298,296,12
554537-18002,997,563,563,561,12
533017-4,377,293,293,289,12
539694-13016,784,566,566,562,12
500224-10109,2909,389,389,381,12
546089-3,415,213,213,210,12
553000-1,293,183,183,180,12
589250-37,755,518,518,512,12
579891-15,677,493,493,492,12
531260-1,100,69,69,69,12
573248-10,227,181,181,181,12
569810-42,863,626,625,623,12
545970-1054,880,523,523,518,12
593354-1,259,172,172,171,12
556904-54,984,646,646,644,12
546003-3027,369,247,247,242,12
580481-3,945,672,670,661,12
545911-8004,534,251,250,248,12
567027-52,998,574,574,571,12
597007-11,489,373,373,371,12
595209-13,505,372,372,371,12
563510-36,642,487,487,481,12
570109-7,104,85,85,84,12
594172-1,488,342,342,339,12
537586-1,362,268,268,266,12
541168-1,611,340,340,340,12
551791-3,70,56,56,55,12
589501-1,281,191,191,190,12
544256-64,655,387,386,385,12
548936-1,341,241,241,241,12
557064-3008,618,456,456,451,12
539082-1,654,506,504,504,12
546135-11091,1033,655,655,645,12
530701-1,267,200,200,200,12
556998-1,537,390,390,387,12
535656-1,339,274,274,269,12
561380-7,902,564,564,560,12
558001-1,1081,826,826,822,12
595411-3,848,615,615,614,12
585173-1,512,397,396,392,12
567442-13,748,522,522,517,12
541176-1,375,285,285,285,12
565555-3,542,398,398,393,12
593001-1,928,682,670,665,12
500216-9028,639,437,437,437,12
540862-2,953,619,617,615,12
505013-1,250,186,186,185,12
587320-1,104,84,84,82,12
502316-4010,695,412,412,409,12
549151-1,166,133,133,130,12
540331-3,84,57,57,57,12
588024-5,680,482,482,480,12
512991-1,147,116,116,116,12
546461-5,73,55,55,53,12
533351-3,112,82,82,80,12
599701-9,125,93,93,91,12
579858-3,1181,543,543,538,12
565865-1,265,189,189,188,12
541630-3,886,590,589,589,12
598879-4,1235,887,887,883,12
538213-20009,832,643,643,640,12
555321-8,565,350,348,346,12
572268-3,808,646,646,642,12
572829-1,308,206,206,202,12
568414-5,460,347,347,344,12
501298-3019,443,313,313,313,12
507016-2,795,543,541,537,12
563994-1,445,309,309,307,12
561860-3,642,430,430,426,12
534340-1,337,213,212,212,12
545881-2,1471,618,618,617,12
550973-23061,635,439,439,435,12
553981-1,873,658,658,649,12
592820-1,1173,838,838,831,12
578584-1,435,295,295,291,12
565814-7,149,111,111,110,12
536385-9,706,407,407,406,12
544779-4,663,480,479,472,12
567451-12,679,408,407,406,12
569810-24,339,274,274,272,12
551066-4002,942,592,590,586,12
598232-1,205,101,101,100,12
591556-1,69,49,49,48,12
570982-1,307,245,245,245,12
576859-2,891,634,634,622,12
544680-1,289,219,219,217,12
591181-4,803,536,536,533,12
577642-1,180,141,141,140,12
580031-12,364,266,266,264,12
598933-4,797,489,489,485,12
552259-1,184,117,117,116,12
593583-2,1338,861,861,851,12
500208-8021,559,374,374,355,12
596230-11,189,154,154,153,12
579025-28,215,170,170,170,12
565971-2,676,467,467,465,12
592943-6,617,441,441,439,12
599921-3,876,542,542,541,12
567027-44,799,556,556,553,12
578347-6,497,385,385,383,12
566314-5,91,55,55,55,12
556068-1,379,241,241,240,12
575046-1,192,156,156,155,12
500224-10085,561,398,398,397,12
599191-7,823,620,620,616,12
500143-5001,421,263,263,259,12
589250-38,1085,818,818,815,12
573965-7,592,457,457,452,12
559202-1,739,522,522,519,12
540196-3,744,524,524,519,12
575062-1,271,204,204,204,12
545279-1,420,259,259,254,12
559318-1,457,343,343,343,12
576336-1,858,632,631,626,12
576263-2,94,72,72,72,12
500119-4078,592,461,461,459,12
536326-3,972,704,701,697,12
583090-1,279,223,223,220,12
563129-1,1549,858,858,853,12
584495-1,980,731,730,719,12
550442-2,564,319,319,318,12
534951-15,857,635,635,626,12
593001-2,979,716,716,711,12
547387-15008,1187,832,831,825,12
569011-1,333,229,229,227,12
539911-6,651,459,459,453,12
598569-1,1111,730,730,727,12
549240-16,974,593,593,590,12
537811-1,851,662,662,657,12
580406-1,212,159,159,159,12
551287-14008,996,735,734,727,12
564681-1,196,128,128,126,12
500151-1,107,68,68,67,12
561975-1,183,150,150,148,12
560286-1,837,566,566,562,12
564567-7,356,250,250,246,12
598739-3,275,220,220,219,12
506320-3,154,99,99,98,12
547280-2,721,509,509,506,12
512982-1,424,310,310,308,12
583120-4,912,629,629,623,12
567442-12,798,537,537,531,12
593711-24,760,507,507,504,12
598062-1,958,583,581,580,12
569810-73,846,555,555,549,12
599069-26,698,388,388,386,12
533955-20,806,621,621,618,12
546721-1,180,129,129,129,12
554073-1,525,357,357,355,12
598917-22,505,344,344,341,12
539694-13050,825,552,552,549,12
598011-3,1025,775,774,772,12
547107-12032,672,492,492,481,12
572896-1,491,397,397,396,12
592820-2,1206,889,889,880,12
590088-3,48,44,44,44,12
597155-2,155,144,144,142,12
556467-5,68,42,42,42,12
547433-1,554,419,419,408,12
500496-50,724,492,491,489,12
593559-4,734,500,500,499,12
549576-3,1134,644,643,641,12
542148-1,208,193,193,192,12
587796-1,321,263,263,262,12
556751-1,440,251,251,248,12
588849-1,383,269,269,267,12
544256-35,801,538,538,530,12
556505-1,162,115,115,112,12
562335-46,890,579,577,577,12
565709-5,938,545,543,540,12
599808-6,719,549,549,543,12
551198-3017,947,688,687,685,12
581917-9,163,126,126,126,12
590754-5,144,104,104,102,12
541630-5,776,526,526,522,12
500119-4046,435,320,320,316,12
553590-1,207,165,165,164,12
560472-3,689,405,405,400,12
556904-1,2971,632,632,627,12
567027-45,904,623,623,622,12
551031-20007,723,530,530,527,12
568414-22,747,548,548,545,12
529753-1,63,50,50,50,12
533351-2,208,159,159,158,12
537667-1,334,256,256,255,12
571571-2,101,72,72,72,12
546046-19025,579,230,230,229,12
550663-1,1329,931,931,919,12
584622-3,906,643,641,640,12
545619-1,1063,726,726,723,12
590983-1,73,57,57,57,12
536954-1,60,51,51,51,12
547034-11041,848,633,633,626,12
565229-6,1164,548,548,545,12
575445-1,604,417,417,415,12
598011-1,1536,1104,1104,1099,12
563561-1,479,328,328,325,12
500861-3,75,55,55,54,12
530841-1,553,403,403,400,12
585432-1,393,273,273,271,12
573094-3,120,89,89,89,12
541168-2,80,49,49,48,12
571261-1,443,366,363,359,12
547263-8,49,37,37,37,12
562858-1,1537,883,882,877,12
500054-1017,928,581,581,569,12
502081-2011,1005,572,572,572,12
551007-13019,873,655,655,653,12
559083-1,305,235,235,234,12
539694-13047,496,346,346,342,12
500224-10091,635,504,504,497,12
500143-5057,487,275,272,268,12
512974-1,537,378,377,375,12
573906-1,191,139,139,136,12
554171-1,1665,1072,1072,1061,12
554138-1,898,639,639,634,12
546224-15033,1042,666,666,661,12
569810-75,810,574,574,571,12
570834-1,831,547,547,544,12
536041-4,212,161,161,160,12
592439-2,1317,934,934,931,12
520306-1,437,309,309,305,12
561312-1,170,135,135,135,12
553069-4,880,660,660,654,12
585939-2,1325,942,940,928,12
544370-1,1462,1071,1070,1066,12
546003-3004,2258,406,406,402,12
517437-1,117,91,91,91,12
549240-10,1043,739,739,734,12
594733-1,151,102,102,102,12
561860-11,530,388,388,386,12
542911-2,1025,629,629,625,12
563510-26,635,452,452,448,12
586846-21,2582,607,604,602,12
572811-1,181,146,146,143,12
546461-3,87,67,67,66,12
550647-1,1018,539,539,534,12
502081-2018,753,448,448,446,12
597520-2,741,490,490,485,12
545911-8005,581,276,276,275,12
542016-1,539,380,380,378,12
571733-1,128,107,107,107,12
565971-8,603,374,374,372,12
557072-5009,607,407,407,406,12
569135-1,256,190,190,190,12
554642-8,559,344,344,343,12
567442-32,800,529,529,526,12
555321-33,585,387,387,385,12
596272-1,127,95,95,94,12
500496-44,912,607,607,599,12
557862-1,670,419,419,414,12
532291-1,267,177,177,176,12
562335-18,2009,555,555,551,12
546135-11050,747,462,462,458,12
539911-31,449,316,316,312,12
598062-3,1000,691,690,683,12
532576-1,1164,696,695,684,12
551074-8002,798,568,566,562,12
573922-3,926,504,504,499,12
564354-1,997,732,732,720,12
578291-1,320,229,229,227,12
596230-4,916,682,675,674,12
560715-4,687,445,445,440,12
598020-1,261,179,179,177,12
570168-1,272,196,196,195,12
523704-11,671,441,441,437,12
567728-1,183,135,135,134,12
582581-1,374,295,295,293,12
575399-5,109,77,77,75,12
534676-15,697,479,479,476,12
566004-1,403,296,296,296,12
573248-11,259,212,212,209,12
592439-1,1318,969,969,963,12
560286-9,898,382,382,378,12
564745-1,429,334,334,332,12
545864-1,635,466,466,465,12
586781-1,604,414,414,411,12
554537-18006,881,566,563,562,12
500143-5075,898,607,604,596,12
569062-1,509,390,390,389,12
583782-3,1206,727,726,723,12
567639-10,1089,776,775,771,12
563919-1,833,604,604,601,12
560901-1,1415,911,911,907,12
590266-38,172,132,132,131,12
542946-1,825,581,581,580,12
557587-3,369,296,296,292,12
569968-1,443,308,308,305,12
529303-21,186,157,157,156,12
589225-1,473,354,354,348,12
589519-1,636,464,464,460,12
574392-1,462,348,348,347,12
551384-1,556,417,417,415,12
561380-16,614,388,388,386,12
597228-1,950,557,557,551,12
547107-12007,897,724,720,719,12
537781-1,753,537,537,531,12
591181-5,449,329,329,327,12
571474-1,375,283,283,276,12
546101-2,167,131,131,130,12
541281-1,856,531,530,525,12
572934-1,191,140,140,138,12
516864-1,156,109,109,109,12
585068-68,258,200,200,200,12
513750-1,802,522,522,520,12
555321-7,634,375,375,370,12
506664-1,225,172,171,169,12
501476-2,794,500,500,494,12
566985-17,631,366,366,363,12
599565-5,773,544,544,537,12
500178-6065,684,562,562,556,12
579025-34,126,87,87,87,12
559164-3,397,279,279,277,12
586013-1,946,706,703,698,12
598003-1,804,500,498,494,12
588296-20,262,196,196,194,12
500224-10080,492,324,324,323,12
562874-1,316,219,219,219,12
586722-1,737,497,497,495,12
546666-2,149,102,102,101,12
557200-3,130,91,90,88,12
511382-25,470,330,330,327,12
592889-18,735,529,529,524,12
590029-1,1268,919,919,906,12
587931-1,848,594,594,591,12
500861-9,114,87,87,87,12
547263-2,380,231,231,230,12
592005-3,591,357,357,355,12
563510-3,677,378,377,373,12
550787-18,632,403,403,397,12
545015-1,254,196,196,195,12
540757-1,723,489,489,483,12
569810-70,923,648,648,648,12
505013-2,789,524,524,522,12
549240-11,610,416,416,414,12
578681-1,255,195,195,195,12
555274-1,400,319,319,317,12
562335-19,530,414,414,410,12
567442-41,907,471,471,466,12
557153-3,144,102,102,101,12
561673-1,78,30,30,30,12
595535-1,491,329,329,323,12
547034-11055,863,625,624,614,12
597961-5,720,358,358,352,12
569011-4,39,25,25,25,12
501298-3009,756,534,534,533,12
546135-11015,773,475,475,473,12
580716-2,231,164,164,164,12
561835-4,1046,520,520,517,12
550973-23056,611,446,446,444,12
537845-1,97,67,67,67,12
598810-26,510,274,273,271,12
535079-1,638,457,457,456,12
555380-4,631,391,391,390,12
547492-7,818,593,593,584,12
546208-4005,749,526,526,521,12
588458-1,998,591,591,589,12
589675-1,392,306,304,300,12
548081-1,737,574,574,571,12
581283-29,369,219,219,216,12
579815-2,437,301,301,299,12
506214-3,559,427,426,425,12
587672-1,98,75,75,72,12
579157-1,436,314,314,311,12
500089-2042,471,287,287,284,12
592455-1,602,437,437,433,12
537977-1,414,297,297,294,12
563102-4,858,499,496,488,12
535443-3,792,551,550,550,12
545562-2,595,401,400,399,12
565962-2,365,279,279,278,12
579475-1,305,252,252,252,12
529702-3,122,81,81,80,12
578444-12,677,485,485,483,12
546224-15007,868,434,434,430,12
590622-1,248,195,195,194,12
533106-1,394,315,315,312,12
592994-1,737,543,543,542,12
564397-1,524,332,332,328,12
514055-5,958,429,429,423,12
550990-27004,568,415,415,411,12
513431-1,321,252,252,251,12
553221-1,509,375,375,375,12
500119-4132,3011,506,499,495,12
598003-6,994,574,574,572,12
555771-12,1452,600,600,596,12
539694-13025,718,544,544,535,12
565229-2,628,461,451,449,12
586862-2,742,564,562,555,12
570401-1,191,152,152,150,12
584550-2,950,703,703,699,12
598259-2,964,530,530,530,12
551074-8004,961,660,659,655,12
568414-27,300,234,234,233,12
562394-3,831,550,550,542,12
545392-13,690,445,445,442,12
550515-1,465,334,334,330,12
584711-1,634,470,470,470,12
546046-19019,521,316,316,312,12
561380-28,858,484,484,480,12
593656-1,348,240,240,238,12
567027-15,705,418,418,412,12
536261-1,267,185,185,184,12
507971-1,1231,840,840,834,12
565971-17,532,313,313,311,12
573311-1,512,384,384,383,12
583588-3,1018,706,706,701,12
585599-10,1027,741,737,731,12
562777-7,861,404,404,400,12
533351-1,211,112,112,110,12
505587-3,1001,743,743,741,12
549452-1,648,473,473,467,12
578428-1,431,336,336,336,12
500119-4027,741,561,561,550,12
551091-22005,821,523,523,522,12
547417-18001,1321,824,820,812,12
557528-3,105,86,86,85,12
580350-3,719,524,524,513,12
551031-20023,699,356,356,355,12
524891-1,644,396,396,396,12
594512-1,161,118,118,109,12
577154-2,127,111,111,110,12
556751-3,34,26,26,26,12
501298-3013,640,437,437,432,12
580481-5,158,111,111,110,12
500496-52,1120,752,751,745,12
500224-10105,545,393,393,393,12
576131-1,869,547,547,544,12
570931-2,349,273,273,273,12
